DIRECTORY;cvc4_cbqi;cvc4_default;cvc4_fmf;cvc4_tplanes;cvc4_tplanes_cbqi;cvc4_tplanes_fmf
BENCHMARK;STAT;SLVD;SAT;UNSAT;CPU[s];STAT;SLVD;SAT;UNSAT;CPU[s];STAT;SLVD;SAT;UNSAT;CPU[s];STAT;SLVD;SAT;UNSAT;CPU[s];STAT;SLVD;SAT;UNSAT;CPU[s];STAT;SLVD;SAT;UNSAT;CPU[s]
rec-int_check_bvult_bvand_rtl.smt2;to;0;0;0;10800.18;to;0;0;0;10800.02;to;0;0;0;10800.05;to;0;0;0;10800.14;to;0;0;0;10800.09;to;0;0;0;10800.09
rec-int_check_bvult_bvashr0_ltr.smt2;to;0;0;0;10793.46;to;0;0;0;10800.01;to;0;0;0;10800.1;to;0;0;0;10800.06;to;0;0;0;10800.07;to;0;0;0;10781.05
rec-int_check_bvult_bvashr0_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
rec-int_check_bvult_bvashr1_ltr.smt2;to;0;0;0;10800.04;to;0;0;0;10717.14;to;0;0;0;10800.03;to;0;0;0;10800.06;to;0;0;0;10800.03;to;0;0;0;10800.06
rec-int_check_bvult_bvashr1_rtl.smt2;to;0;0;0;10800.05;to;0;0;0;10723.74;to;0;0;0;10800.06;to;0;0;0;10800.05;to;0;0;0;10794.56;to;0;0;0;10800.08
rec-int_check_bvult_bvlshr0_ltr.smt2;to;0;0;0;10800.01;to;0;0;0;10800.05;to;0;0;0;10800.09;to;0;0;0;10800.16;to;0;0;0;10800.01;to;0;0;0;10800.1
rec-int_check_bvult_bvlshr0_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
rec-int_check_bvult_bvlshr1_ltr.smt2;to;0;0;0;10800.03;to;0;0;0;10800.05;to;0;0;0;10800.01;to;0;0;0;10800.08;to;0;0;0;10800.07;to;0;0;0;10800.03
rec-int_check_bvult_bvlshr1_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
rec-int_check_bvult_bvmul_ltr.smt2;to;0;0;0;10800.06;to;0;0;0;10730.99;ok;1;0;1;0.89;to;0;0;0;10800.02;to;0;0;0;10788.19;ok;1;0;1;0.81
rec-int_check_bvult_bvmul_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
rec-int_check_bvult_bvneg_ltr.smt2;to;0;0;0;10800.04;to;0;0;0;10800.06;ok;1;0;1;0.98;to;0;0;0;10800.1;to;0;0;0;10800.04;ok;1;0;1;1.0
rec-int_check_bvult_bvneg_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
rec-int_check_bvult_bvnot_ltr.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
rec-int_check_bvult_bvnot_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
rec-int_check_bvult_bvor_ltr.smt2;to;0;0;0;10800.08;to;0;0;0;10719.88;to;0;0;0;10799.54;to;0;0;0;10778.36;to;0;0;0;10800.02;to;0;0;0;10800.09
rec-int_check_bvult_bvor_rtl.smt2;to;0;0;0;10758.29;to;0;0;0;10800.02;to;0;0;0;10800.01;to;0;0;0;10800.12;to;0;0;0;10800.16;to;0;0;0;10800.07
rec-int_check_bvult_bvshl0_ltr.smt2;to;0;0;0;10800.09;to;0;0;0;10800.08;ok;1;0;1;0.95;to;0;0;0;10800.07;to;0;0;0;10800.05;ok;1;0;1;0.86
rec-int_check_bvult_bvshl0_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
rec-int_check_bvult_bvshl1_ltr.smt2;to;0;0;0;10800.08;to;0;0;0;10800.02;to;0;0;0;10800.12;to;0;0;0;10800.04;to;0;0;0;10800.03;to;0;0;0;10800.11
rec-int_check_bvult_bvshl1_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
rec-int_check_bvult_bvudiv0_ltr.smt2;to;0;0;0;10800.13;to;0;0;0;10748.44;ok;1;0;1;0.06;to;0;0;0;10800.01;to;0;0;0;10800.09;ok;1;0;1;0.07
rec-int_check_bvult_bvudiv0_rtl.smt2;to;0;0;0;10800.09;to;0;0;0;10800.08;to;0;0;0;10800.1;to;0;0;0;10800.15;to;0;0;0;10800.03;to;0;0;0;10800.03
rec-int_check_bvult_bvudiv1_ltr.smt2;to;0;0;0;10800.14;to;0;0;0;10800.13;to;0;0;0;10800.06;to;0;0;0;10800.15;to;0;0;0;10800.11;to;0;0;0;10800.02
rec-int_check_bvult_bvudiv1_rtl.smt2;to;0;0;0;10800.02;to;0;0;0;10778.62;to;0;0;0;10800.03;to;0;0;0;10800.01;to;0;0;0;10800.05;to;0;0;0;10800.09
rec-int_check_bvult_bvurem0_ltr.smt2;to;0;0;0;10800.04;to;0;0;0;10612.58;to;0;0;0;10800.06;to;0;0;0;10800.01;to;0;0;0;10800.08;to;0;0;0;10800.07
rec-int_check_bvult_bvurem0_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
rec-int_check_bvult_bvurem1_ltr.smt2;to;0;0;0;10800.06;to;0;0;0;10800.07;to;0;0;0;10736.66;to;0;0;0;10800.02;to;0;0;0;10800.04;to;0;0;0;10800.02
rec-int_check_bvult_bvurem1_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
rec-int_check_eq_bvadd_ltr.smt2;to;0;0;0;10800.02;to;0;0;0;10793.32;to;0;0;0;10800.01;to;0;0;0;10800.08;to;0;0;0;10800.07;to;0;0;0;10800.03
rec-int_check_eq_bvadd_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
rec-int_check_eq_bvand_ltr.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
rec-int_check_eq_bvand_rtl.smt2;to;0;0;0;10800.14;to;0;0;0;10800.13;to;0;0;0;10800.05;to;0;0;0;10800.19;to;0;0;0;10800.2;to;0;0;0;10800.1
rec-int_check_eq_bvashr0_ltr.smt2;to;0;0;0;10800.01;to;0;0;0;10800.05;to;0;0;0;10800.02;to;0;0;0;10800.04;to;0;0;0;10800.04;to;0;0;0;10800.01
rec-int_check_eq_bvashr0_rtl.smt2;to;0;0;0;10779.68;to;0;0;0;10800.04;to;0;0;0;10800.02;to;0;0;0;10800.1;to;0;0;0;10800.09;to;0;0;0;10800.02
rec-int_check_eq_bvashr1_ltr.smt2;mo;0;0;0;1150.4;mo;0;0;0;950.01;ok;0;0;0;8.1;mo;0;0;0;970.65;mo;0;0;0;1146.9;ok;0;0;0;7.51
rec-int_check_eq_bvashr1_rtl.smt2;to;0;0;0;10684.73;to;0;0;0;10800.15;to;0;0;0;10800.08;to;0;0;0;10800.19;to;0;0;0;10800.15;to;0;0;0;10800.02
rec-int_check_eq_bvlshr0_ltr.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
rec-int_check_eq_bvlshr0_rtl.smt2;to;0;0;0;10800.02;to;0;0;0;10800.09;to;0;0;0;10781.5;to;0;0;0;10800.01;to;0;0;0;10800.08;to;0;0;0;10800.09
rec-int_check_eq_bvlshr1_ltr.smt2;mo;0;0;0;1151.98;mo;0;0;0;1000.92;ok;1;1;0;0.71;mo;0;0;0;1000.79;mo;0;0;0;1154.62;ok;1;1;0;0.65
rec-int_check_eq_bvlshr1_rtl.smt2;to;0;0;0;10800.17;to;0;0;0;10800.12;to;0;0;0;10800.04;to;0;0;0;10800.13;to;0;0;0;10800.19;to;0;0;0;10773.31
rec-int_check_eq_bvmul_ltr.smt2;mo;0;0;0;601.81;mo;0;0;0;590.42;to;0;0;0;10800.03;mo;0;0;0;590.03;mo;0;0;0;598.65;to;0;0;0;10800.05
rec-int_check_eq_bvmul_rtl.smt2;to;0;0;0;10800.07;to;0;0;0;10800.05;to;0;0;0;10800.07;to;0;0;0;10800.06;to;0;0;0;10800.03;to;0;0;0;10800.04
rec-int_check_eq_bvneg_ltr.smt2;to;0;0;0;10800.05;to;0;0;0;10800.01;ok;1;0;1;1233.96;to;0;0;0;10704.07;to;0;0;0;10800.07;ok;1;0;1;1228.97
rec-int_check_eq_bvneg_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
rec-int_check_eq_bvnot_ltr.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
rec-int_check_eq_bvnot_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
rec-int_check_eq_bvor_ltr.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
rec-int_check_eq_bvor_rtl.smt2;to;0;0;0;10800.09;to;0;0;0;10800.09;to;0;0;0;10800.03;to;0;0;0;10800.19;to;0;0;0;10800.08;to;0;0;0;10800.1
rec-int_check_eq_bvshl0_ltr.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
rec-int_check_eq_bvshl0_rtl.smt2;to;0;0;0;10800.05;to;0;0;0;10800.07;to;0;0;0;10800.01;to;0;0;0;10800.01;to;0;0;0;10800.08;to;0;0;0;10800.08
rec-int_check_eq_bvshl1_ltr.smt2;mo;0;0;0;908.37;mo;0;0;0;936.58;ok;1;1;0;0.79;mo;0;0;0;939.24;mo;0;0;0;908.37;ok;1;1;0;0.78
rec-int_check_eq_bvshl1_rtl.smt2;to;0;0;0;10800.18;to;0;0;0;10720.94;to;0;0;0;10800.09;to;0;0;0;10800.21;to;0;0;0;10797.73;to;0;0;0;10800.01
rec-int_check_eq_bvudiv0_ltr.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
rec-int_check_eq_bvudiv0_rtl.smt2;to;0;0;0;10800.11;to;0;0;0;10800.03;to;0;0;0;10800.08;to;0;0;0;10800.04;to;0;0;0;10800.1;to;0;0;0;10800.03
rec-int_check_eq_bvudiv1_ltr.smt2;mo;0;0;0;952.85;mo;0;0;0;999.56;ok;1;1;0;432.54;mo;0;0;0;993.16;mo;0;0;0;946.65;ok;1;1;0;422.41
rec-int_check_eq_bvudiv1_rtl.smt2;to;0;0;0;10771.07;to;0;0;0;10706.4;to;0;0;0;10791.46;to;0;0;0;10739.55;to;0;0;0;10752.89;to;0;0;0;10800.02
rec-int_check_eq_bvurem0_ltr.smt2;to;0;0;0;10800.03;to;0;0;0;10752.22;to;0;0;0;10800.06;to;0;0;0;10800.08;to;0;0;0;10800.06;to;0;0;0;10800.02
rec-int_check_eq_bvurem0_rtl.smt2;to;0;0;0;10800.1;to;0;0;0;10800.08;ok;1;0;1;3828.42;to;0;0;0;10781.76;to;0;0;0;10800.1;ok;1;0;1;3810.17
rec-int_check_eq_bvurem1_ltr.smt2;to;0;0;0;10800.02;to;0;0;0;10658.27;to;0;0;0;10800.04;to;0;0;0;10800.04;to;0;0;0;10800.1;to;0;0;0;10782.25
rec-int_check_eq_bvurem1_rtl.smt2;to;0;0;0;10800.08;to;0;0;0;10800.06;to;0;0;0;10800.05;to;0;0;0;10800.08;to;0;0;0;10800.07;to;0;0;0;10800.07
rec-int_check_ne_bvadd_ltr.smt2;to;0;0;0;10800.17;to;0;0;0;10602.69;to;0;0;0;10800.1;to;0;0;0;10779.78;to;0;0;0;10800.17;to;0;0;0;10800.01
rec-int_check_ne_bvadd_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
rec-int_check_ne_bvand_ltr.smt2;to;0;0;0;10800.04;to;0;0;0;10800.02;to;0;0;0;10800.1;to;0;0;0;10800.09;to;0;0;0;10800.04;to;0;0;0;10800.07
rec-int_check_ne_bvand_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
rec-int_check_ne_bvashr0_ltr.smt2;to;0;0;0;10800.04;to;0;0;0;10800.06;to;0;0;0;10800.08;to;0;0;0;10800.01;to;0;0;0;10800.03;to;0;0;0;10800.07
rec-int_check_ne_bvashr0_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
rec-int_check_ne_bvashr1_ltr.smt2;to;0;0;0;10781.72;to;0;0;0;10800.17;to;0;0;0;10800.09;to;0;0;0;10800.16;to;0;0;0;10800.15;to;0;0;0;10800.02
rec-int_check_ne_bvashr1_rtl.smt2;to;0;0;0;10800.03;to;0;0;0;10654.92;to;0;0;0;10775.13;to;0;0;0;10800.01;to;0;0;0;10800.06;to;0;0;0;10800.07
rec-int_check_ne_bvlshr0_ltr.smt2;to;0;0;0;10800.05;to;0;0;0;10800.09;to;0;0;0;10800.02;to;0;0;0;10793.46;to;0;0;0;10800.01;to;0;0;0;10800.07
rec-int_check_ne_bvlshr0_rtl.smt2;to;0;0;0;10800.09;to;0;0;0;10649.55;to;0;0;0;10800.06;to;0;0;0;10799.29;to;0;0;0;10800.04;to;0;0;0;10800.02
rec-int_check_ne_bvlshr1_ltr.smt2;to;0;0;0;10800.06;to;0;0;0;10800.09;to;0;0;0;10800.03;to;0;0;0;10800.03;to;0;0;0;10800.05;to;0;0;0;10800.03
rec-int_check_ne_bvlshr1_rtl.smt2;to;0;0;0;10769.48;to;0;0;0;10582.68;to;0;0;0;10800.07;to;0;0;0;10800.09;to;0;0;0;10800.03;to;0;0;0;10800.04
rec-int_check_ne_bvmul_ltr.smt2;to;0;0;0;10800.09;to;0;0;0;10800.1;ok;1;1;0;2.77;to;0;0;0;10800.05;to;0;0;0;10800.03;ok;1;1;0;2.8
rec-int_check_ne_bvmul_rtl.smt2;to;0;0;0;10800.09;to;0;0;0;10800.04;ok;1;0;1;173.04;to;0;0;0;10800.05;to;0;0;0;10800.08;ok;1;0;1;176.94
rec-int_check_ne_bvneg_ltr.smt2;to;0;0;0;10800.05;to;0;0;0;10635.01;ok;1;0;1;0.37;to;0;0;0;10800.01;to;0;0;0;10800.1;ok;1;0;1;0.3
rec-int_check_ne_bvneg_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
rec-int_check_ne_bvnot_ltr.smt2;ok;1;0;1;0.09;ok;1;0;1;0.0;ok;1;0;1;0.08;ok;1;0;1;0.0;ok;1;0;1;0.07;ok;1;0;1;0.08
rec-int_check_ne_bvnot_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
rec-int_check_ne_bvor_ltr.smt2;to;0;0;0;10800.12;to;0;0;0;10800.06;to;0;0;0;10800.08;to;0;0;0;10800.19;to;0;0;0;10800.18;to;0;0;0;10800.03
rec-int_check_ne_bvor_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
rec-int_check_ne_bvshl0_ltr.smt2;to;0;0;0;10800.09;to;0;0;0;10800.08;ok;1;1;0;7.26;to;0;0;0;10800.08;to;0;0;0;10800.1;ok;1;1;0;7.18
rec-int_check_ne_bvshl0_rtl.smt2;to;0;0;0;10800.07;to;0;0;0;10800.1;to;0;0;0;10800.05;to;0;0;0;10800.05;to;0;0;0;10800.09;to;0;0;0;10800.05
rec-int_check_ne_bvshl1_ltr.smt2;to;0;0;0;10785.32;to;0;0;0;10800.05;to;0;0;0;10800.08;to;0;0;0;10800.08;to;0;0;0;10800.02;to;0;0;0;10800.02
rec-int_check_ne_bvshl1_rtl.smt2;to;0;0;0;10800.03;to;0;0;0;10792.67;ok;1;0;1;231.34;to;0;0;0;10800.04;to;0;0;0;10800.03;ok;1;0;1;228.14
rec-int_check_ne_bvudiv0_ltr.smt2;to;0;0;0;10800.06;to;0;0;0;10800.07;to;0;0;0;10800.03;to;0;0;0;10800.02;to;0;0;0;10800.07;to;0;0;0;10800.07
rec-int_check_ne_bvudiv0_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
rec-int_check_ne_bvudiv1_ltr.smt2;to;0;0;0;10726.15;to;0;0;0;10800.05;ok;1;1;0;0.64;to;0;0;0;10800.06;to;0;0;0;10800.01;ok;1;1;0;0.62
rec-int_check_ne_bvudiv1_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
rec-int_check_ne_bvurem0_ltr.smt2;to;0;0;0;10800.04;to;0;0;0;10800.08;to;0;0;0;10800.09;to;0;0;0;10800.04;to;0;0;0;10800.05;to;0;0;0;10800.07
rec-int_check_ne_bvurem0_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
rec-int_check_ne_bvurem1_ltr.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
rec-int_check_ne_bvurem1_rtl.smt2;to;0;0;0;10800.04;to;0;0;0;10779.85;to;0;0;0;10800.03;to;0;0;0;10800.07;to;0;0;0;10776.48;to;0;0;0;10800.02
rec_ind-int_check_bvsge_bvadd_ltr.smt2;to;0;0;0;10800.13;to;0;0;0;10711.8;ok;1;0;1;8674.18;to;0;0;0;10800.18;to;0;0;0;10800.14;ok;1;0;1;8643.67
rec_ind-int_check_bvsge_bvadd_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
rec_ind-int_check_bvsge_bvand_ltr.smt2;to;0;0;0;10800.11;to;0;0;0;10800.12;to;0;0;0;10800.09;to;0;0;0;10757.31;to;0;0;0;10800.16;to;0;0;0;10800.02
rec_ind-int_check_bvsge_bvand_rtl.smt2;mo;0;0;0;722.81;mo;0;0;0;746.13;to;0;0;0;10800.03;mo;0;0;0;748.23;mo;0;0;0;721.97;to;0;0;0;10800.03
rec_ind-int_check_bvsge_bvashr0_ltr.smt2;to;0;0;0;10777.85;to;0;0;0;10800.03;ok;1;0;1;575.25;to;0;0;0;10800.08;to;0;0;0;10800.08;ok;1;0;1;579.88
rec_ind-int_check_bvsge_bvashr0_rtl.smt2;mo;0;0;0;146.0;mo;0;0;0;144.62;to;0;0;0;10800.03;mo;0;0;0;142.96;mo;0;0;0;146.68;to;0;0;0;10800.01
rec_ind-int_check_bvsge_bvashr1_ltr.smt2;to;0;0;0;10800.13;to;0;0;0;10800.18;to;0;0;0;10800.02;to;0;0;0;10800.14;to;0;0;0;10800.11;to;0;0;0;10800.09
rec_ind-int_check_bvsge_bvashr1_rtl.smt2;mo;0;0;0;983.98;mo;0;0;0;1083.47;to;0;0;0;10800.01;mo;0;0;0;1061.64;mo;0;0;0;992.46;to;0;0;0;10800.09
rec_ind-int_check_bvsge_bvlshr0_ltr.smt2;to;0;0;0;10800.07;to;0;0;0;10800.2;to;0;0;0;10800.09;to;0;0;0;10800.15;to;0;0;0;10800.12;to;0;0;0;10800.02
rec_ind-int_check_bvsge_bvlshr0_rtl.smt2;mo;0;0;0;541.13;mo;0;0;0;502.46;to;0;0;0;10800.1;mo;0;0;0;502.87;mo;0;0;0;538.92;to;0;0;0;10800.01
rec_ind-int_check_bvsge_bvlshr1_ltr.smt2;to;0;0;0;10800.02;to;0;0;0;10800.05;ok;1;1;0;6.35;to;0;0;0;10800.19;to;0;0;0;10800.07;ok;1;1;0;6.4
rec_ind-int_check_bvsge_bvlshr1_rtl.smt2;mo;0;0;0;1014.5;mo;0;0;0;1092.77;to;0;0;0;10800.09;mo;0;0;0;1080.57;mo;0;0;0;1012.15;to;0;0;0;10800.08
rec_ind-int_check_bvsge_bvmul_ltr.smt2;mo;0;0;0;813.11;mo;0;0;0;817.95;to;0;0;0;10800.02;mo;0;0;0;809.9;mo;0;0;0;806.23;to;0;0;0;10800.07
rec_ind-int_check_bvsge_bvmul_rtl.smt2;mo;0;0;0;523.03;mo;0;0;0;444.98;to;0;0;0;10800.16;mo;0;0;0;446.61;mo;0;0;0;522.29;to;0;0;0;10800.11
rec_ind-int_check_bvsge_bvneg_ltr.smt2;to;0;0;0;10800.09;to;0;0;0;10800.08;ok;1;0;1;35.77;to;0;0;0;10800.09;to;0;0;0;10781.91;ok;1;0;1;35.01
rec_ind-int_check_bvsge_bvneg_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
rec_ind-int_check_bvsge_bvnot_ltr.smt2;to;0;0;0;10800.05;to;0;0;0;10800.02;ok;1;0;1;1312.73;to;0;0;0;10800.02;to;0;0;0;10800.1;ok;1;0;1;1310.24
rec_ind-int_check_bvsge_bvnot_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
rec_ind-int_check_bvsge_bvor_ltr.smt2;to;0;0;0;10800.01;to;0;0;0;10800.05;to;0;0;0;10800.1;to;0;0;0;10800.01;to;0;0;0;10800.09;to;0;0;0;10800.06
rec_ind-int_check_bvsge_bvor_rtl.smt2;mo;0;0;0;720.07;mo;0;0;0;740.29;to;0;0;0;10800.08;mo;0;0;0;725.18;mo;0;0;0;728.68;to;0;0;0;10800.05
rec_ind-int_check_bvsge_bvshl0_ltr.smt2;to;0;0;0;10800.15;to;0;0;0;10800.1;to;0;0;0;10800.07;to;0;0;0;10800.13;to;0;0;0;10800.2;to;0;0;0;10800.08
rec_ind-int_check_bvsge_bvshl0_rtl.smt2;mo;0;0;0;502.67;mo;0;0;0;510.54;to;0;0;0;10800.18;mo;0;0;0;509.0;mo;0;0;0;499.22;to;0;0;0;10800.18
rec_ind-int_check_bvsge_bvshl1_ltr.smt2;mo;0;0;0;924.58;mo;0;0;0;915.27;ok;1;1;0;6990.62;mo;0;0;0;912.92;mo;0;0;0;934.57;ok;1;1;0;6964.72
rec_ind-int_check_bvsge_bvshl1_rtl.smt2;mo;0;0;0;735.19;mo;0;0;0;745.29;to;0;0;0;10800.09;mo;0;0;0;750.38;mo;0;0;0;734.13;to;0;0;0;10800.09
rec_ind-int_check_bvsge_bvudiv0_ltr.smt2;to;0;0;0;10800.19;to;0;0;0;10800.16;to;0;0;0;10800.08;to;0;0;0;10800.14;to;0;0;0;10800.16;to;0;0;0;10800.01
rec_ind-int_check_bvsge_bvudiv0_rtl.smt2;mo;0;0;0;767.93;mo;0;0;0;783.09;to;0;0;0;10800.08;mo;0;0;0;767.95;mo;0;0;0;764.81;to;0;0;0;10800.05
rec_ind-int_check_bvsge_bvudiv1_ltr.smt2;mo;0;0;0;928.73;mo;0;0;0;911.25;ok;1;1;0;8621.28;mo;0;0;0;911.35;mo;0;0;0;920.64;ok;1;1;0;8591.9
rec_ind-int_check_bvsge_bvudiv1_rtl.smt2;mo;0;0;0;723.97;mo;0;0;0;735.91;to;0;0;0;10800.07;mo;0;0;0;712.85;mo;0;0;0;721.53;to;0;0;0;10800.05
rec_ind-int_check_bvsge_bvurem0_ltr.smt2;to;0;0;0;10800.01;to;0;0;0;10800.1;to;0;0;0;10800.1;to;0;0;0;10800.06;to;0;0;0;10800.02;to;0;0;0;10800.05
rec_ind-int_check_bvsge_bvurem0_rtl.smt2;mo;0;0;0;971.05;mo;0;0;0;965.43;to;0;0;0;10800.06;mo;0;0;0;975.05;mo;0;0;0;983.89;to;0;0;0;10800.03
rec_ind-int_check_bvsge_bvurem1_ltr.smt2;to;0;0;0;10800.15;to;0;0;0;10800.19;to;0;0;0;10800.09;to;0;0;0;10800.16;to;0;0;0;10800.19;to;0;0;0;10800.03
rec_ind-int_check_bvsge_bvurem1_rtl.smt2;mo;0;0;0;1229.0;mo;0;0;0;4804.48;to;0;0;0;10759.14;mo;0;0;0;4744.17;mo;0;0;0;1224.16;to;0;0;0;10800.07
rec_ind-int_check_bvsgt_bvadd_ltr.smt2;to;0;0;0;10800.18;to;0;0;0;10788.26;to;0;0;0;10800.04;to;0;0;0;10800.13;to;0;0;0;10800.16;to;0;0;0;10800.07
rec_ind-int_check_bvsgt_bvadd_rtl.smt2;mo;0;0;0;587.1;mo;0;0;0;536.81;mo;0;0;0;2693.17;mo;0;0;0;537.47;mo;0;0;0;581.64;mo;0;0;0;2707.11
rec_ind-int_check_bvsgt_bvand_ltr.smt2;to;0;0;0;10800.03;to;0;0;0;10800.04;to;0;0;0;10800.07;to;0;0;0;10800.08;to;0;0;0;10800.02;to;0;0;0;10800.05
rec_ind-int_check_bvsgt_bvand_rtl.smt2;mo;0;0;0;661.4;mo;0;0;0;526.95;to;0;0;0;10800.01;mo;0;0;0;539.34;mo;0;0;0;658.74;to;0;0;0;10777.11
rec_ind-int_check_bvsgt_bvashr0_ltr.smt2;to;0;0;0;10800.01;to;0;0;0;10787.9;ok;1;0;1;111.38;to;0;0;0;10800.09;to;0;0;0;10800.07;ok;1;0;1;109.15
rec_ind-int_check_bvsgt_bvashr0_rtl.smt2;mo;0;0;0;388.44;mo;0;0;0;165.72;mo;0;0;0;4049.83;mo;0;0;0;167.2;mo;0;0;0;394.26;mo;0;0;0;4126.47
rec_ind-int_check_bvsgt_bvashr1_ltr.smt2;to;0;0;0;10800.11;to;0;0;0;10800.15;to;0;0;0;10800.01;to;0;0;0;10800.11;to;0;0;0;10800.16;to;0;0;0;10800.01
